rollout,timesteps,reward_area,reward_tv_i,reward_tv_g,reward_coll,reward_const,reward_turn,reward_overlap,reward_total,coverage_ratio,collision,action_override_rate,episode_done_count,episode_final_coverage_ratio,episode_final_collision,episode_final_steps
32.0,4096.0,0.6015625,-0.28816623985767365,0.0,0.0,-0.10000000000000002,-0.03203125,-0.03984375,0.14152126014232633,0.09101483903420524,0.0,0.0546875,2.0,0.31690140845070425,0.0,2000.0
33.0,4224.0,0.7578125,-0.396926574409008,0.0,0.0,-0.10000000000000002,-0.03359375,-0.02421875,0.20307342559099195,0.05838153923541248,0.0,0.046875,0.0,,,
34.0,4352.0,0.3984375,-0.11401650309562683,0.0,0.0,-0.10000000000000002,-0.03164062499999999,-0.060156249999999994,0.09262412190437315,0.09907884808853118,0.0,0.1171875,0.0,,,
35.0,4480.0,0.1640625,0.010669419914484026,0.0,0.0,-0.10000000000000002,-0.03359375,-0.08359375000000001,-0.042455580085515976,0.11363493460764587,0.0,0.1796875,0.0,,,
36.0,4608.0,0.046875,-0.0022097095847129814,0.0,0.0,-0.10000000000000002,-0.028515625,-0.09531250000000002,-0.179162834584713,0.11993838028169013,0.0,0.203125,0.0,,,
37.0,4736.0,0.0078125,0.0,0.0,0.0,-0.10000000000000002,-0.0265625,-0.09921875000000002,-0.21796875000000002,0.12196617203219315,0.0,0.2578125,0.0,,,
38.0,4864.0,0.0078125,0.0009152919054031372,0.0,0.0,-0.10000000000000002,-0.027734375,-0.09921875000000002,-0.2182253330945969,0.12231985663983903,0.0,0.1796875,0.0,,,
39.0,4992.0,0.0234375,-0.008459708094596863,0.0,0.0,-0.10000000000000002,-0.023437499999999997,-0.09765625000000001,-0.20611595809459687,0.1228543133802817,0.0,0.3125,0.0,,,
40.0,5120.0,0.203125,-0.030334699898958206,0.0,0.0,-0.10000000000000002,-0.029296874999999997,-0.07968750000000001,-0.03619407489895822,0.13085544517102615,0.0,0.2265625,0.0,,,
41.0,5248.0,0.1328125,-0.029419418424367905,0.0,0.0,-0.10000000000000002,-0.028906249999999998,-0.08671875000000001,-0.11223191842436792,0.1401298415492958,0.0,0.2421875,0.0,,,
42.0,5376.0,0.1875,-0.04008882045745849,0.0,0.0,-0.10000000000000002,-0.027734375,-0.08125,-0.0615731954574585,0.14931778169014087,0.0,0.28125,0.0,,,
43.0,5504.0,0.2578125,-0.06859296411275864,0.0,0.0,-0.10000000000000002,-0.027734375,-0.07421875,-0.012733589112758641,0.16678980130784704,0.0,0.21875,0.0,,,
44.0,5632.0,0.3125,-0.05342561453580857,0.0,0.0,-0.10000000000000002,-0.024999999999999998,-0.06874999999999999,0.06532438546419142,0.18706771881287726,0.0,0.28125,0.0,,,
45.0,5760.0,0.0703125,0.0013729348778724671,0.0,0.0,-0.10000000000000002,-0.024218749999999997,-0.09296875000000002,-0.14550206512212754,0.19679011569416502,0.0,0.3125,0.0,,,
46.0,5888.0,0.0390625,-0.0009152919054031372,0.0,0.0,-0.10000000000000002,-0.027734375,-0.09609375000000002,-0.18568091690540314,0.20022478621730383,0.0,0.265625,0.0,,,
47.0,6016.0,0.03125,0.005334711819887161,0.0,0.0,-0.10000000000000002,-0.02734375,-0.09687500000000002,-0.18763403818011287,0.2023547535211268,0.0,0.2265625,0.0,,,
48.0,6144.0,0.0234375,0.0031250007450580597,0.0,0.0,-0.10000000000000002,-0.028515624999999996,-0.09765625000000003,-0.19960937425494196,0.20444542253521128,0.0,0.1484375,0.0,,,
49.0,6272.0,0.1484375,-0.08772209137678147,0.0,0.0,-0.10000000000000002,-0.027734375,-0.08515625000000002,-0.1521752163767815,0.2079351106639839,0.0,0.203125,0.0,,,
50.0,6400.0,0.0546875,0.026673546433448794,0.0,0.0,-0.10000000000000002,-0.031640625,-0.09453125000000001,-0.1448108285665512,0.21659645372233405,0.0,0.1640625,0.0,,,
51.0,6528.0,0.09375,0.006707645952701569,0.0,0.0,-0.10000000000000002,-0.031249999999999997,-0.09062500000000001,-0.12141735404729843,0.2220746353118712,0.0,0.1015625,0.0,,,
52.0,6656.0,0.3203125,-0.07468591332435609,0.0,0.0,-0.10000000000000002,-0.035546875,-0.06796875,0.042110961675643904,0.23241794517102615,0.0,0.015625,0.0,,,
53.0,6784.0,0.328125,-0.0633367568254471,0.0,0.0,-0.10000000000000002,-0.032421875,-0.0671875,0.0651788681745529,0.25494372484909456,0.0,0.0390625,0.0,,,
54.0,6912.0,0.46875,-0.15128095149993898,0.0,0.0,-0.10000000000000002,-0.03828125,-0.05312499999999999,0.126062798500061,0.28315989688128773,0.0,0.015625,0.0,,,
55.0,7040.0,0.4296875,-0.11005474179983138,0.0,0.0,-0.10000000000000002,-0.032812499999999994,-0.05703125,0.1297890082001686,0.3095369089537223,0.0,0.0703125,0.0,,,
56.0,7168.0,0.1953125,0.022711770981550215,0.0,0.0,-0.10000000000000002,-0.0296875,-0.08046875,0.007868020981550209,0.3328014964788733,0.0,0.2109375,0.0,,,
57.0,7296.0,0.3125,-0.020044442266225822,0.0,0.0,-0.10000000000000002,-0.029296875,-0.06874999999999999,0.09440868273377417,0.34604502012072436,0.0,0.2421875,0.0,,,
58.0,7424.0,0.140625,0.009374991804361348,0.0,0.0,-0.10000000000000002,-0.028515624999999996,-0.0859375,-0.06445313319563867,0.36005879024144877,0.0,0.2421875,0.0,,,
