map_id,seed,map_file,baseline_last_reward_total,dtm_last_reward_total,delta_last_reward_total,baseline_last_coverage_ratio,dtm_last_coverage_ratio,delta_last_coverage_ratio,baseline_last_collision,dtm_last_collision,delta_last_collision,baseline_cov_slope,dtm_cov_slope,baseline_cov_late_minus_early,dtm_cov_late_minus_early,baseline_all_plateau,dtm_all_plateau
indoor_seed101,101,map/indoor32_seed101.txt,0.35732233524322515,0.09999999999999998,-0.2573223352432252,0.013328530259365994,0.008825648414985591,-0.004502881844380403,0.0,0.0,0.0,0.007925072046109505,0.0028818443804034576,0.0,0.0,0,0
