rollout,timesteps,reward_area,reward_tv_i,reward_tv_g,reward_coll,reward_const,reward_total,coverage_ratio,collision
1.0,8.0,0.5,-0.09999999403953551,0.0,0.0,-0.1,0.3000000059604645,0.005943804034582133,0.0
2.0,16.0,0.25,-0.05,0.0,0.0,-0.1,0.09999999999999998,0.008825648414985591,0.0
