rollout,timesteps,reward_area,reward_tv_i,reward_tv_g,reward_coll,reward_const,reward_total,coverage_ratio,collision
1.0,64.0,0.140625,-0.007165291160345078,0.0,-4.21875,-0.09999999999999999,-4.185290291160346,0.009541666666666667,0.421875
2.0,128.0,0.09375,0.0,0.0,-4.84375,-0.09999999999999999,-4.85,0.017395833333333333,0.484375
