rollout,timesteps,reward_area,reward_tv_i,reward_tv_g,reward_coll,reward_const,reward_total,coverage_ratio,collision
1.0,64.0,0.34375,-0.12026650160551072,0.0,-2.5,-0.09999999999999999,-2.376516501605511,0.03043542654028436,0.25
2.0,128.0,0.40625,-0.0882582537829876,0.0,-1.875,-0.09999999999999999,-1.6570082537829876,0.07901362559241706,0.1875
